Accordeon tabl. o przedł. uwalnianiu(10 mg) - 100 szt.,6.88
Accordeon tabl. o przedł. uwalnianiu(10 mg) - 60 szt.,10.38
Accordeon tabl. o przedł. uwalnianiu(20 mg) - 100 szt.,4.11
Accordeon tabl. o przedł. uwalnianiu(20 mg) - 60 szt.,5.34
Accordeon tabl. o przedł. uwalnianiu(40 mg) - 100 szt.,5.69
Accordeon tabl. o przedł. uwalnianiu(5 mg) - 100 szt.,6.78
Accordeon tabl. o przedł. uwalnianiu(80 mg) - 100 szt.,11.38
Accu-Chek® Active test paskowy - 50 szt.,3.32
Accu-Chek® Instant test paskowy - 100 szt.,6.40
Accu-Chek® Performa test paskowy - 50 szt.,3.20
Accupro®  5 tabl. powl.(5 mg) - 30 szt.,9.06
Accupro® 10 tabl. powl.(10 mg) - 30 szt.,12.10
Accupro® 20 tabl. powl.(20 mg) - 30 szt.,17.36
Accupro® 40 tabl. powl.(40 mg) - 28 szt.,25.90
"Accusol 35 Potassium 2 mmol/l roztw. do hemofiltracji, hemodializy i hemodiafiltracji( 2 mmol/l) - 2 worki 5 l",54.52
"Accusol 35 Potassium 4 mmol/l roztw. do hemofiltracji, hemodializy i hemodiafiltracji( 4 mmol/l) - 2 worki 5 l",54.04
Acenocumarol WZF tabl.(1 mg) - 60 szt.,12.97
Acenocumarol WZF tabl.(4 mg) - 60 szt.,5.12
Acenol® Forte tabl.(500 mg) - 20 szt.,4.04
Acenol® tabl.(300 mg) - 20 szt.,4.72
Acesan® tabl.(30 mg) - 63 szt.,9.70
Acesan® tabl.(75 mg) - 63 szt.,9.70
Acetylcysteine Sandoz roztw. do inf.(100 mg/ml) - 5 amp. 3 ml,25.64
Aciclovir Jelfa proszek do sporz. roztw. do inf.(250 mg) - 5 fiolek,134.29
Aciclovir Ziaja krem(50 mg/g) - 1 tuba 5 g,8.85
Acidolac® Baby krople doustne - 10 ml,41.48
"Acidolac® Baby liofilizat - 10 saszetek 1,5 g",23.97
Accupro® 10 tabl. powl.(10 mg) - 30 szt.,12.10
Accupro® 20 tabl. powl.(20 mg) - 30 szt.,17.36
Accupro® 40 tabl. powl.(40 mg) - 28 szt.,25.90
"Accusol 35 Potassium 2 mmol/l roztw. do hemofiltracji, hemodializy i hemodiafiltracji( 2 mmol/l) - 2 worki 5 l",54.52
"Accusol 35 Potassium 4 mmol/l roztw. do hemofiltracji, hemodializy i hemodiafiltracji( 4 mmol/l) - 2 worki 5 l",54.04
Acenocumarol WZF tabl.(1 mg) - 60 szt.,12.97
Acenocumarol WZF tabl.(4 mg) - 60 szt.,5.12
Acenol® Forte tabl.(500 mg) - 20 szt.,4.04
Acenol® tabl.(300 mg) - 20 szt.,4.72
Acesan® tabl.(30 mg) - 63 szt.,9.70
Acesan® tabl.(75 mg) - 63 szt.,9.70
Acetylcysteine Sandoz roztw. do inf.(100 mg/ml) - 5 amp. 3 ml,25.64
Aciclovir Jelfa proszek do sporz. roztw. do inf.(250 mg) - 5 fiolek,134.29
Aciclovir Ziaja krem(50 mg/g) - 1 tuba 5 g,8.85
Acidolac® Baby krople doustne - 10 ml,41.48
"Acidolac® Baby liofilizat - 10 saszetek 1,5 g",23.97
Acidolac® Dentifix Kids  tabl. do ssania - 30 szt.,36.33
Acidolac® Dentifix tabl. do ssania - 30 szt.,42.65
Acidolac® Junior tabl. o smaku białej czekolady - 20 szt.,24.33
Acidolac® Junior tabl. o smaku pomarańczowym - 20 szt.,24.33
Acidolac® Junior tabl. o smaku truskawkowym - 20 szt.,24.33
Acidolac® kaps. - 10 szt.,16.56
Acidolac® kaps. - 20 szt.,23.18
Acidolac® liofilizat - 10 saszetek 3 g,21.99
"Acidolit bezsmakowy proszek do przyg. roztw. doustnego - 10 saszetek po 4,35 g",22.49
"Acidolit jabłkowy proszek do przyg. roztw. doustnego - 10 saszetek po 4,40 g",21.61
"Acidolit malinowy proszek do przyg. roztw. doustnego - 10 saszetek po 4,40 g",21.61
Acidum folicum Hasco tabl.(15 mg) - 30 szt.,3.24
Acidum folicum Hasco tabl.(5 mg) - 30 szt.,2.54
Acidum folicum Richter tabl.(15 mg) - 30 szt.,5.88
Acidum folicum Richter tabl.(5 mg) - 30 szt.,3.51
Acifolik tabl.(400 µg) - 30 szt.,7.48
Acifungin forte roztw. na skórę - but. 30 ml,13.25
Acifungin roztw. na skórę - but. 30 ml,11.01
Aciprex tabl. powl.(10 mg) - 28 szt.,40.62
Acidolac® Dentifix Kids  tabl. do ssania - 30 szt.,36.33
Acidolac® Dentifix tabl. do ssania - 30 szt.,42.65
Acidolac® Junior tabl. o smaku białej czekolady - 20 szt.,24.33
Acidolac® Junior tabl. o smaku pomarańczowym - 20 szt.,24.33
Acidolac® Junior tabl. o smaku truskawkowym - 20 szt.,24.33
Acidolac® kaps. - 10 szt.,16.56
Acidolac® kaps. - 20 szt.,23.18
Acidolac® liofilizat - 10 saszetek 3 g,21.99
"Acidolit bezsmakowy proszek do przyg. roztw. doustnego - 10 saszetek po 4,35 g",22.49
"Acidolit jabłkowy proszek do przyg. roztw. doustnego - 10 saszetek po 4,40 g",21.61
"Acidolit malinowy proszek do przyg. roztw. doustnego - 10 saszetek po 4,40 g",21.61
Acidum folicum Hasco tabl.(15 mg) - 30 szt.,3.24
Acidum folicum Hasco tabl.(5 mg) - 30 szt.,2.54
Acidum folicum Richter tabl.(15 mg) - 30 szt.,5.88
Acidum folicum Richter tabl.(5 mg) - 30 szt.,3.51
Acifolik tabl.(400 µg) - 30 szt.,7.48
Acifungin forte roztw. na skórę - but. 30 ml,13.25
Acifungin roztw. na skórę - but. 30 ml,11.01
Aciprex tabl. powl.(10 mg) - 28 szt.,40.62
Aciprex tabl. powl.(10 mg) - 56 szt.,43.87
Aciprex tabl. powl.(5 mg) - 28 szt.,35.63
Acitren kaps. twarde(10 mg) - 100 szt.,3.20
Acitren kaps. twarde(10 mg) - 30 szt.,8.29
Acitren kaps. twarde(25 mg) - 100 szt.,7.62
Acitren kaps. twarde(25 mg) - 30 szt.,3.20
Acix 500 proszek do sporz. roztw. do inf.(500 mg) - 10 fiolek,481.72
Aclasta roztw. do inf.(5 mg/100 ml) - but. 100 ml,2503.56
Aclexa kaps.(100 mg) - 10 szt.,12.23
Aclexa kaps.(100 mg) - 30 szt.,15.77
Aclexa kaps.(100 mg) - 60 szt.,31.52
Aclexa kaps.(200 mg) - 10 szt.,15.29
Aclexa kaps.(200 mg) - 30 szt.,31.52
Aclexa kaps.(200 mg) - 60 szt.,63.04
Aclotin® tabl. powl.(250 mg) - 20 szt.,4.74
Aclotin® tabl. powl.(250 mg) - 60 szt.,10.53
"Acnatac żel((10 mg+0,25 mg)/g) - 30 g",74.00
Acne-Derm krem(200 mg/g) - tuba 20 g,26.51
Acnelec krem(1 mg/g) - 30 g,25.27
Aciprex tabl. powl.(10 mg) - 56 szt.,43.87
Aciprex tabl. powl.(5 mg) - 28 szt.,35.63
Acitren kaps. twarde(10 mg) - 100 szt.,3.20
Acitren kaps. twarde(10 mg) - 30 szt.,8.29
Acitren kaps. twarde(25 mg) - 100 szt.,7.62
Acitren kaps. twarde(25 mg) - 30 szt.,3.20
Acix 500 proszek do sporz. roztw. do inf.(500 mg) - 10 fiolek,481.72
Aclasta roztw. do inf.(5 mg/100 ml) - but. 100 ml,2503.56
Aclexa kaps.(100 mg) - 10 szt.,12.23
Aclexa kaps.(100 mg) - 30 szt.,15.77
Aclexa kaps.(100 mg) - 60 szt.,31.52
Aclexa kaps.(200 mg) - 10 szt.,15.29
Aclexa kaps.(200 mg) - 30 szt.,31.52
Aclexa kaps.(200 mg) - 60 szt.,63.04
Aclotin® tabl. powl.(250 mg) - 20 szt.,4.74
Aclotin® tabl. powl.(250 mg) - 60 szt.,10.53
"Acnatac żel((10 mg+0,25 mg)/g) - 30 g",74.00
Acne-Derm krem(200 mg/g) - tuba 20 g,26.51
Acnelec krem(1 mg/g) - 30 g,25.27
Acnelec żel(1 mg/g) - 30 g,25.27
"Acodin 150 Junior syrop((7,5 mg+50 mg)/5 ml) - but. 100 ml",9.99
Acodin Duo syrop((15 mg+50 mg)/5 ml) - but. 100 ml,12.99
Acodin tabl.(15 mg) - 10 szt.,9.09
Acodin tabl.(15 mg) - 20 szt.,9.49
Acodin tabl.(15 mg) - 30 szt.,11.93
"Act-HIB proszek i rozp. do sporz. roztw. do wstrz.(10 µg/0,5 ml) - 1 fiolka + 1 amp.-strzyk. rozp.",50.00
Actaven kaps. miękkie(10 mg) - 30 szt.,42.00
Actaven kaps. miękkie(10 mg) - 60 szt.,82.00
Actaven kaps. miękkie(20 mg) - 90 szt.,175.00
"Actelsar HCT tabl.(80 mg+12,5 mg) - 28 szt.",12.83
Actelsar HCT tabl.(80 mg+25 mg) - 28 szt.,12.83
Actelsar tabl.(40 mg) - 28 szt.,4.93
Actelsar tabl.(80 mg) - 28 szt.,8.29
"ACTI-trin syrop((10 mg+30 mg+1,25 mg)/5 ml) - but. 100 ml",17.78
Acticoat Flex 3 opatrunek(10 x 10 cm) - 1 szt.,7.05
Acticoat Flex 3 opatrunek(10 x 20 cm) - 1 szt.,8.18
Acticoat Flex 3 opatrunek(20 x 40 cm) - 1 szt.,0.00
"Actifed® syrop((10 mg+30 mg+1,25 mg)/5 ml) - but. 100 ml",19.21
Actiferol Fe® 15 mg proszek(15 mg) - 30 saszetek,19.00
Acnelec żel(1 mg/g) - 30 g,25.27
"Acodin 150 Junior syrop((7,5 mg+50 mg)/5 ml) - but. 100 ml",9.99
Acodin Duo syrop((15 mg+50 mg)/5 ml) - but. 100 ml,12.99
Acodin tabl.(15 mg) - 10 szt.,9.09
Acodin tabl.(15 mg) - 20 szt.,9.49
Acodin tabl.(15 mg) - 30 szt.,11.93
"Act-HIB proszek i rozp. do sporz. roztw. do wstrz.(10 µg/0,5 ml) - 1 fiolka + 1 amp.-strzyk. rozp.",50.00
Actaven kaps. miękkie(10 mg) - 30 szt.,42.00
Actaven kaps. miękkie(10 mg) - 60 szt.,82.00
Actaven kaps. miękkie(20 mg) - 90 szt.,175.00
"Actelsar HCT tabl.(80 mg+12,5 mg) - 28 szt.",12.83
Actelsar HCT tabl.(80 mg+25 mg) - 28 szt.,12.83
Actelsar tabl.(40 mg) - 28 szt.,4.93
Actelsar tabl.(80 mg) - 28 szt.,8.29
"ACTI-trin syrop((10 mg+30 mg+1,25 mg)/5 ml) - but. 100 ml",17.78
Acticoat Flex 3 opatrunek(10 x 10 cm) - 1 szt.,7.05
Acticoat Flex 3 opatrunek(10 x 20 cm) - 1 szt.,8.18
Acticoat Flex 3 opatrunek(20 x 40 cm) - 1 szt.,0.00
"Actifed® syrop((10 mg+30 mg+1,25 mg)/5 ml) - but. 100 ml",19.21
Actiferol Fe® 15 mg proszek(15 mg) - 30 saszetek,19.00
Actiferol Fe® 30 mg proszek(30 mg) - 30 saszetek,24.00
Actiferol Fe® 7 mg proszek(7 mg) - 30 saszetek,14.00
Actiferol Fe® Forte kaps. otwierane - 60 szt.,30.00
Actiferol Fe® kaps. otwierane(30 mg) - 30 szt.,23.00
ActiFerol Fe® krople zaw. doustna - 30 ml,28.00
Actiferol Fe® płyn płyn - but. 240 ml,40.00
Actiferol Fe® Start proszek - 30 saszetek,23.00
"ActiFolin® tabl. powl.(0,8 mg) - 30 szt.",14.00
ActiFolin® tabl. powl.(2 mg) - 30 szt.,24.00
ActiLac Baby proszek - 12 saszetek po 500 mg,24.35
Actisept krem(100 mg/g) - tuba 20 g,18.08
"Actisorb Plus 25 opatrunek(10,5 x 10,5 cm) - 1 szt.",9.06
"Actisorb Plus 25 opatrunek(10,5 x 19 cm) - 1 szt.",14.58
Active Flora Baby krople doustne - 5 ml,12.58
"Activelle® tabl. powl.(1 mg+0,5 mg) - 28 szt.",19.72
Actrapid® Penfill roztw. do wstrz.(100 j.m./ml) - 5 wkładów Penfill 3 ml,4.98
"Acular krople do oczu, roztw.(5 mg/ml) - but. 10 ml",17.99
Actiferol Fe® 30 mg proszek(30 mg) - 30 saszetek,24.00
Actiferol Fe® 7 mg proszek(7 mg) - 30 saszetek,14.00
Actiferol Fe® Forte kaps. otwierane - 60 szt.,30.00
Actiferol Fe® kaps. otwierane(30 mg) - 30 szt.,23.00
ActiFerol Fe® krople zaw. doustna - 30 ml,28.00
Actiferol Fe® płyn płyn - but. 240 ml,40.00
Actiferol Fe® Start proszek - 30 saszetek,23.00
"ActiFolin® tabl. powl.(0,8 mg) - 30 szt.",14.00
ActiFolin® tabl. powl.(2 mg) - 30 szt.,24.00
ActiLac Baby proszek - 12 saszetek po 500 mg,24.35
Actisept krem(100 mg/g) - tuba 20 g,18.08
"Actisorb Plus 25 opatrunek(10,5 x 10,5 cm) - 1 szt.",9.06
"Actisorb Plus 25 opatrunek(10,5 x 19 cm) - 1 szt.",14.58
Active Flora Baby krople doustne - 5 ml,12.58
"Activelle® tabl. powl.(1 mg+0,5 mg) - 28 szt.",19.72
Actrapid® Penfill roztw. do wstrz.(100 j.m./ml) - 5 wkładów Penfill 3 ml,4.98
"Acular krople do oczu, roztw.(5 mg/ml) - but. 10 ml",17.99
"Acular krople do oczu, roztw.(5 mg/ml) - but. 5 ml",22.95
Acurenal® tabl. powl.(10 mg) - 30 szt.,12.33
Acurenal® tabl. powl.(20 mg) - 30 szt.,15.21
Acurenal® tabl. powl.(40 mg) - 30 szt.,24.59
Acurenal® tabl. powl.(5 mg) - 30 szt.,9.00
Adablok tabl. powl.(10 mg) - 30 szt.,14.81
Adablok tabl. powl.(5 mg) - 30 szt.,8.41
Adadox tabl.(2 mg) - 30 szt.,3.20
Adadox tabl.(4 mg) - 30 szt.,3.20
Adadox tabl.(4 mg) - 90 szt.,9.60
"Adadut kaps. miękkie(0,5 mg) - 30 szt.",9.00
"Adadut kaps. miękkie(0,5 mg) - 90 szt.",12.26
Adamon SR kaps. o przedł. uwalnianiu(100 mg) - 50 szt.,4.84
Adamon SR kaps. o przedł. uwalnianiu(150 mg) - 50 szt.,6.01
Adamon SR kaps. o przedł. uwalnianiu(200 mg) - 50 szt.,6.69
Adamon SR kaps. o przedł. uwalnianiu(50 mg) - 50 szt.,3.29
"Adaptic® opatrunek(12,7 x 22,9 cm) - 1 szt.",3.88
"Adaptic® opatrunek(7,6 x 40,6 cm) - 1 szt.",0.36
"Adaring system terapeutyczny dopochwowy((0,12 mg+0,015 mg)/24 h) - 1 szt.",31.57
"Adaring system terapeutyczny dopochwowy((0,12 mg+0,015 mg)/24 h) - 3 szt.",107.00
"Acular krople do oczu, roztw.(5 mg/ml) - but. 5 ml",22.95
Acurenal® tabl. powl.(10 mg) - 30 szt.,12.33
Acurenal® tabl. powl.(20 mg) - 30 szt.,15.21
Acurenal® tabl. powl.(40 mg) - 30 szt.,24.59
Acurenal® tabl. powl.(5 mg) - 30 szt.,9.00
Adablok tabl. powl.(10 mg) - 30 szt.,14.81
Adablok tabl. powl.(5 mg) - 30 szt.,8.41
Adadox tabl.(2 mg) - 30 szt.,3.20
Adadox tabl.(4 mg) - 30 szt.,3.20
Adadox tabl.(4 mg) - 90 szt.,9.60
"Adadut kaps. miękkie(0,5 mg) - 30 szt.",9.00
"Adadut kaps. miękkie(0,5 mg) - 90 szt.",12.26
Adamon SR kaps. o przedł. uwalnianiu(100 mg) - 50 szt.,4.84
Adamon SR kaps. o przedł. uwalnianiu(150 mg) - 50 szt.,6.01
Adamon SR kaps. o przedł. uwalnianiu(200 mg) - 50 szt.,6.69
Adamon SR kaps. o przedł. uwalnianiu(50 mg) - 50 szt.,3.29
"Adaptic® opatrunek(12,7 x 22,9 cm) - 1 szt.",3.88
"Adaptic® opatrunek(7,6 x 40,6 cm) - 1 szt.",0.36
"Adaring system terapeutyczny dopochwowy((0,12 mg+0,015 mg)/24 h) - 1 szt.",31.57
"Adaring system terapeutyczny dopochwowy((0,12 mg+0,015 mg)/24 h) - 3 szt.",107.00
"Adartrel® tabl. powl.(0,25 mg) - 12 szt.",7.52
"Adartrel® tabl. powl.(0,5 mg) - 28 szt.",31.78
Adartrel® tabl. powl.(2 mg) - 28 szt.,107.55
Adaster tabl. powl.(5 mg) - 30 szt,3.20
Adaster tabl. powl.(5 mg) - 90 szt.,9.60
"Adatam kaps. o zmodyf. uwalnianiu, twarde(0,4 mg) - 30 szt.",3.20
"Adatam kaps. o zmodyf. uwalnianiu, twarde(0,4 mg) - 90 szt.",9.60
Adavin® tabl. drażowane(10 mg) - 30 szt.,34.68
Adavin® tabl. drażowane(10 mg) - 50 szt.,49.59
AdCort Plus kaps. miękkie - 30 szt.,23.00
Addamel® N konc. do sporz. roztw. do inf. - 20 amp. 10 ml,299.08
Addiphos® konc. do sporz. roztw. do inf. - 10 fiolek 20 ml,337.55
Adeksa tabl.(100 mg) - 30 szt.,4.29
Adeksa tabl.(50 mg) - 30 szt.,2.54
"Adartrel® tabl. powl.(0,25 mg) - 12 szt.",7.52
"Adartrel® tabl. powl.(0,5 mg) - 28 szt.",31.78
Adartrel® tabl. powl.(2 mg) - 28 szt.,107.55
Adaster tabl. powl.(5 mg) - 30 szt,3.20
Adaster tabl. powl.(5 mg) - 90 szt.,9.60
"Adatam kaps. o zmodyf. uwalnianiu, twarde(0,4 mg) - 30 szt.",3.20
"Adatam kaps. o zmodyf. uwalnianiu, twarde(0,4 mg) - 90 szt.",9.60
Adavin® tabl. drażowane(10 mg) - 30 szt.,34.68
Adavin® tabl. drażowane(10 mg) - 50 szt.,49.59
AdCort Plus kaps. miękkie - 30 szt.,23.00
Addamel® N konc. do sporz. roztw. do inf. - 20 amp. 10 ml,299.08
Addiphos® konc. do sporz. roztw. do inf. - 10 fiolek 20 ml,337.55
Adeksa tabl.(100 mg) - 30 szt.,4.29
Adeksa tabl.(50 mg) - 30 szt.,2.54
Adenocor® roztw. do wstrz.(3 mg/ml) - 6 fiolek 2 ml,327.24
Adenuric tabl. powl.(120 mg) - 28 szt.,43.40
Adenuric tabl. powl.(80 mg) - 28 szt.,48.73
Adepend tabl. powl.(50 mg) - 28 szt.,258.89
Adipine tabl.(10 mg) - 30 szt.,3.68
Adipine tabl.(5 mg) - 30 szt.,2.89
"Adrenalina WZF 0,1% roztw. do wstrz.(1 mg/ml) - 10 amp. 1 ml",3.20
"Adrenalina WZF roztw. do wstrz.(300 µg/0,3 ml) - 1 amp.-strzyk. 1 ml",27.82
Adriblastina® PFS roztw. do wstrz.(2 mg/ml) - 1 fiolka 25 ml,55.02
Adriblastina® PFS roztw. do wstrz.(2 mg/ml) - 1 fiolka 5 ml,16.37
